timestamp,original_url,imprint_url,processing_date,processing_time,company_name,managing_directors,street,city,postal_code,country,phone,email,website,registration_number,vat_id
20250722_101547,http://baumeister-knese.de,http://baumeister-knese.de/kontakt/anfahrt-copy/,2025-07-22,10:16:12,Omnibusreisen Baumeister-Knese GmbH & Co. KG,Sonja Bayer,Tannenweg 30,Ulm-Unterweiler,89079,Deutschland,07346 9620-0; 07346 9620-20,knese@baumeister-knese.de; datenschutz@baumeister-knese.de,http://www.baumeister-knese.de,HRB2053,DE 147042231
20250722_101610,http://www.reutlinger-stadtverkehr.de,,2025-07-22,10:16:18,No imprint data found,,,,,,,,,,
20250722_101603,https://www.pforzheimfaehrtbus.de,https://www.pforzheimfaehrtbus.de/impressum,2025-07-22,10:16:19,RVS Regionalbusverkehr Südwest GmbH,Andreas Pfingst; Nils Stegemann; Frank Wilsing,Gutschstraße 4,Karlsruhe,76137,Germany,07231 443 1474,busbw@deutschebahn.com,https://www.pforzheimfaehrtbus.de,HRB 105225,DE143604917
20250722_101606,https://www.vpe.de,https://www.vpe.de/impressum.php,2025-07-22,10:16:20,Verkehrsverbund Pforzheim-Enzkreis GmbH (VPE),Daniel Peikert,Luitgardstraße 14–18,Pforzheim,75177,Germany,07231 414 66-0; +49 (7231) 443 1474,info@vpe.de,https://www.vpe.de,HRB 503 780,
20250722_101607,http://vpe.de,http://vpe.de/impressum.php,2025-07-22,10:16:21,Verkehrsverbund Pforzheim-Enzkreis GmbH (VPE),Daniel Peikert,Luitgardstraße 14–18,Pforzheim,75177,Germany,07231 414 66-0; +49 (7231) 443 1474,info@vpe.de,https://www.vpe.de,HRB 503 780,
20250722_101601,https://reisemacher.de,https://reisemacher.de/impressum-datenschutz/,2025-07-22,10:16:22,Omnibusreisen Baumeister-Knese GmbH & Co. KG,Sonja Bayer,Tannenweg 30,Ulm-Unterweiler,89079,Deutschland,07346 9620-0; 07346 9620-20,reisemacher@baumeister-knese.de; datenschutz@baumeister-knese.de,http://www.reisemacher.de/,HRB2053,DE 147042231
20250722_101612,https://meine-rab.de,https://meine-rab.de/impressum,2025-07-22,10:16:23,Regionalverkehr Alb-Bodensee GmbH,Dieter Unseld; Andreas Pfingst; Nils Stegemann,Karlstr. 31-33,Ulm,89073,Germany,0731 1550 0; 0731 1550 160,servicecenter@dbregiobus-rab.de,https://meine-rab.de/,HRB 2127,DE147034442
20250722_101620,http://www.lvl-jaeger.de,http://www.lvl-jaeger.de/impressum,2025-07-22,10:16:28,LVL Jäger GmbH,Carry Greiner,Hermann-Hagenmeyer-Straße 4,Ludwigsburg,71636,Deutschland,+49 (0) 7141 94 90 - 0,info@lvl-jaeger.de,https://www.lvl-jaeger.de,HRB 1283,DE 146 188 968
20250722_101611,https://www.tuebus.de,https://www.tuebus.de/impressum.html,2025-07-22,10:16:32,TüBus GmbH,Knud Hädicke; Hans Zeutschel,Eisenhutstraße 6,Tübingen,72072,Germany,+49 7071 157-157; +49 7071 157-3930,tuebus@swtue.de,https://www.tuebus.de,771 624,DE327503689
20250722_101618,http://lvl-jaeger.de,http://lvl-jaeger.de/impressum,2025-07-22,10:16:33,LVL Jäger GmbH,Carry Greiner,Hermann-Hagenmeyer-Straße 4,Ludwigsburg,71636,Deutschland,+49 (0) 7141 94 90 - 0,info@lvl-jaeger.de; datenschutz@lvl-jaeger.de,https://www.lvl-jaeger.de,HRB 1283,DE 146 188 968
20250722_101609,http://www.eberhardt-travel.de,http://www.eberhardt-travel.de/impressum,2025-07-22,10:16:35,Eberhardt TRAVEL GmbH,Dr. Uwe Lorenz,Zschoner Ring 30,Kesselsdorf,01723,Germany,+49 (0) 800 - 22 21 57 5; +49 (0) 3 52 04 / 92 112,info@eberhardt-travel.de,https://www.eberhardt-travel.de,,
20250722_101619,https://www.wbg-bus.de,https://www.wbg-bus.de/de/impressum,2025-07-22,10:16:36,Württembergische Bus-Gesellschaft mbH,Mark Hogenmüller,Seewiesenstraße 19-23,Waiblingen,71334,Germany,07151 303800; 07151 3038029,info@wbg-bus.de,https://www.wbg-bus.de,HRB 755996,DE 306247199
20250722_101622,http://www.sve-es.de,http://www.sve-es.de/site/Esslingen-SVE-2019/node/15813000/index.html,2025-07-22,10:16:41,Stadt Esslingen am Neckar,Matthias Klopfer,Rathausplatz 2,Esslingen am Neckar,73728,Germany,0711 3512 - 0; 0711 3512 - 3120,stadt@esslingen.de; info@sve-es.de,https://www.sve-es.de,,DE 14 53 40 17 3
20250722_101623,https://www.omniplus.com,https://www.omniplus.com/de_en/legal-notices/,2025-07-22,10:16:41,Daimler Buses GmbH,Till Oberwörder; Michael Klein; Peter Rödder,Fasanenweg 10,Leinfelden-Echterdingen,70771,Germany,+49 731-181-8996,info.buses@daimlertruck.com,https://www.omniplus.com,HRB 17316,DE 147 032 272
20250722_101633,https://www.ostalbmobil.de,https://www.ostalbmobil.de/impressum/,2025-07-22,10:16:41,OstalbMobil GmbH,Arne Behrens,Bahnhofstraße 46,Aalen,73430,Germany,07361 80475-0; 07361 80475-25,info@ostalbmobil.de; abo@ostalbmobil.de,https://www.ostalbmobil.de,HRB 732549,DE301163841
20250722_101621,http://www.fischle.de,https://www.fischle.de/impressum/,2025-07-22,10:16:49,Esslinger Omnibusverkehr E. Fischle GmbH & CO. KG,Bettina Fischle-Schlienz; Frank Fischle,Wolf-Hirth-Straße 4,Esslingen,73730,Germany,0711 931 39 0,info@fischle.de,https://www.fischle.de,210 831,DE145339610
20250722_101628,https://www.schlienz.info,https://www.schlienz.info/privatkunden/kontakt/,2025-07-22,10:16:49,Schlienz-Tours GmbH & Co.KG,Erhard Kiesel,Willy-Rüsch-Straße 11,Kernen,71394,Germany,+49 (0)7151 94931 0; +49 711/396380,info@s.tours,https://www.schlienz-tours.de,HRA 728224,DE 294775170
20250722_101635,https://www.vgvs.de,https://www.vgvs.de/impressum/,2025-07-22,10:16:51,Verkehrsgemeinschaft Villingen-Schwenningen GmbH,Herr Frank Wiest; Herr Jörg Schürmann; Frau Fabienne Maier,Niederwiesenstraße 27-1,Villingen-Schwenningen,78050,Germany,07721 22053,info@vgvs.de,https://www.vgvs.de/,1711,DE 142985717
20250722_101636,https://www.stadtbus-rv-wgt.de,https://www.stadtbus-rv-wgt.de#impressum,2025-07-22,10:16:51,stadtbus Ravensburg Weingarten GmbH,Dr. Andreas Thiel-Böhm; Jenny Jungnitz,Schussenstraße 22,Ravensburg,88212,,0751 804-0,info@stadtbus-rv-wgt.de,https://www.stadtbus-rv-wgt.de,2542,
20250722_101633,http://www.ova.de,http://www.ova.de/kontakt/impressum.html,2025-07-22,10:16:56,OVA-Omnibus-Verkehr Aalen Dipl. Ing. Rau GmbH + Co KG,Friedel Rau; Ulrich Rau; Peter Rau,Gartenstraße 127-129,Aalen,73430,Germany,07361-5701-0; 07361-5701-29,info@ova.de,https://www.ova.de,HRA 500132,DE 144632231
20250722_101641,http://www.hassler-reisen.de,http://www.hassler-reisen.de/impressum/,2025-07-22,10:16:59,Hassler-Reisen GmbH & Co. KG,Karoline Hassler,Am Buchental 20,Sindelfingen,71069,Germany,(07031) 9399-44; (07031) 9399-55,info@hassler-reisen.de,https://www.hassler-reisen.de/,240 814,
20250722_101641,https://www.bodo-ecard.de,https://www.bodo-ecard.de/impressum.html,2025-07-22,10:17:00,Bodensee-Oberschwaben Verkehrsverbund GmbH,Bernd Hasenfratz,Bahnhofplatz 5,Ravensburg,88214,Germany,0751/3614141; 0751/3614151,info@bodo.de,https://www.bodo.de/,HRB 552545,DE 231028054
20250722_101641,https://www.pflieger.net,https://www.pflieger.net/impressum.html,2025-07-22,10:17:00,Pflieger Reise- und Verkehrs- GmbH + Co. KG,Hermann Pflieger,Wolf-Hirth-Str. 40,Böblingen-Hulb,71034,Germany,+49 (7031) 6660 - 0,info@pflieger.net,https://www.pflieger.net,HRA 241952,DE 145 142 501
20250722_101649,http://www.lagobus.de,http://www.lagobus.de/impressum.html,2025-07-22,10:17:04,Lagobus GmbH,Bernd Kruel; Ulf Zimmermann,Byk-Gulden-Str. 12,Konstanz,78467,Germany,+49 (0) 7531-58 490 50; +49 (0) 7531-58 490 65,info@lagobus.de,,HRB 550789,DE814733116
20250722_101652,http://www.domhan-reisen.de,https://www.domhan-reisen.de/impressum/,2025-07-22,10:17:05,Domhan GmbH,,Gmünder Straße 37,,,,+49 (0) 7171 82372; +49 (0) 7171 88190,info@domhan-reisen.de,https://www.domhan-reisen.de/,HRB 701931,
20250722_101659,http://www.ovgp.de,http://www.ovgp.de/impressum/index.php,2025-07-22,10:17:09,Omnibusverkehr Göppingen OVG Bliederhäuser GmbH & Co. KG,Isidor A. Frey,Autenbachstraße 1,Göppingen,73035,Germany,(07161) 4037-0,zentrale@ovgp.de,https://www.ovgp.de,HRA 530294,DE 145557795
20250722_101649,https://www.stadtwerke-konstanz.de,https://www.stadtwerke-konstanz.de/legal/impressum/,2025-07-22,10:17:11,Stadtwerke Konstanz GmbH,Dr. Norbert Reuter (Vorsitzender); Gordon Appel,Max-Stromeyer-Straße 21-29,Konstanz,D-78467,GERMANY,+49 7531 803-0,info@stadtwerke-konstanz.de,https://www.stadtwerke-konstanz.de/,HRB 381756,DE 212 144 696
20250722_101700,http://www.ovr-bus.de,http://www.ovr-bus.de/de/impressum,2025-07-22,10:17:16,Omnibus-Verkehr Ruoff GmbH,Mark Hogenmüller,Seewiesenstraße 19-23,Waiblingen,71334,Germany,07151 3038085; 07151 3038019 (Fax),info@ovr-bus.de,https://www.ovr-bus.de,HRB 261866,DE 811939744
20250722_101700,https://www.swbc.de,https://www.swbc.de/rechtliches/impressum.php,2025-07-22,10:17:17,Stadtwerke Biberach GmbH,Thorsten Wölfle,Freiburger Straße 6,Biberach,88400,Germany,07351 30250-0,info@swbc.de,http://www.swbc.de,641594,DE 219564285
20250722_101705,http://www.kreisverkehr-sha.de,http://www.kreisverkehr-sha.de/impressum/,2025-07-22,10:17:18,KreisVerkehr Schwäbisch Hall GmbH,Ingrid Kühnel,Am Spitalbach 20,Schwäbisch Hall,74523,Germany,07 91 / 970 10-0,info@kreisverkehr-sha.de,https://kreisverkehr-sha.de,HRB 570888,DE 146 786 458
20250722_101716,http://www.m-ullrich.de,,2025-07-22,10:17:20,No imprint data found,,,,,,,,,,
20250722_101651,http://www.stadtbus-gmuend.de,http://www.stadtbus-gmuend.de/impressum.html,2025-07-22,10:17:20,Severin Abt GmbH & Co. KG,,Lorcher Straße 64,Schwäbisch Gmünd,73525,Germany,07171/92 55 0-0,info@stadtbus-gmuend.de,https://www.stadtbus-gmuend.de,HRA 700463,DE 146747638
20250722_101656,http://www.fahrbusgmuend.de,http://www.fahrbusgmuend.de/impressum,2025-07-22,10:17:22,Plesk,,,,,,,,https://www.plesk.com,,
20250722_101704,http://www.stadtbus-sha.de,http://www.stadtbus-sha.de/de/impressum,2025-07-22,10:17:25,Stadtbus Schwäbisch Hall GmbH,Michael Dalhof,Daimlerstr. 5,Schwäbisch Hall,74523,Germany,0791 950100,post@stadtbus-sha.de,https://www.stadtbus-sha.de,HRB 570184,DE 146789452
20250722_101709,http://www.roehler.eu,https://www.roehler.eu/impressum,2025-07-22,10:17:27,RÖHLER TOURISTIK GmbH,Peter Röhler; Jochen Röhler; Frank Röhler,Daimlerstraße 49 – 53,Schwäbisch Hall,74523,Germany,0791 / 95008 – 0; 0791 / 95008 – 69,info@roehler.eu; info@roehler-reisen.de,https://www.roehler.eu/,HRB 570 320,DE146783058
20250722_101720,https://www.ovk-kirchheim.de,https://www.ovk-kirchheim.de/impressum/,2025-07-22,10:17:32,OVK Omnibusverkehr Kirchheim GmbH,Markus Dannenmann; Eberhard Dannenmann,Henriettenstraße 87,Kirchheim unter Teck,73230,Germany,(07021) 92220,info@ovk-kirchheim.de,https://www.ovk-kirchheim.de/,HRB 231 809,DE215095928
20250722_101722,http://www.morath.com,https://www.morath.com/impressum/,2025-07-22,10:17:34,Omnibus Morath GmbH & Co. KG,Marc Morath,Heiligenbreite 29,Überlingen,88662,Germany,+49 7551 83480-0,,https://www.morath.com,HRA 702310,
20250722_101711,https://www.stadtwerke-bruchsal.de,https://www.stadtwerke-bruchsal.de/impressum/,2025-07-22,10:17:34,Stadtwerke Bruchsal GmbH,Sebastian Haag,Schnabel-Henning-Str. 1a,Bruchsal,76646,Germany,07251 706-0; 07251 706-130; 07251/706-222,info@stadtwerke-bruchsal.de,https://www.stadtwerke-bruchsal.de,HRB 230357,DE 143082826
20250722_101725,https://www.sweg.de,https://www.sweg.de/de/impressum/,2025-07-22,10:17:35,SWEG Südwestdeutsche Landesverkehrs-GmbH,Tobias Harms; Dr. Thilo Grabo,Rheinstraße 8,Lahr,77933,Germany,07821 2702-0; 07821 9960770,info@sweg.de; datenschutz@sweg.de,https://www.sweg.de/,HRB 725126,DE 142 356 362
20250722_101718,http://www.bahn.de,https://www.bahn.de/impressum?dbkanal_007=footerlinks-impressum,2025-07-22,10:17:36,DB Fernverkehr AG,Dr. Michael Peterson; Stefanie Berk; Wilken Bormann,DB Tower Europa-Allee 78 - 84,Frankfurt,60486,Germany,+49 30 2970,reiseportal@bahn.de,https://www.bahn.de,HRB 83 173,DE 260656754
20250722_101717,https://www.stadtwerke-baden-baden.de,https://www.stadtwerke-baden-baden.de/de/impressum/,2025-07-22,10:17:37,Stadtwerke Baden-Baden,Dipl.-Ing. Helmut Oehler,Waldseestraße 24,Baden-Baden,76530,Germany,+49(0)7221 / 277-0; 07221 277-700,beschwerdemanagement@swbad.de,https://www.stadtwerke-baden-baden.de/,HRA 201400,DE 143 465 245
20250722_101720,https://www.ovr-bus.de,https://www.ovr-bus.de/de/impressum,2025-07-22,10:17:38,Omnibus-Verkehr Ruoff GmbH,Mark Hogenmüller,Seewiesenstraße 19-23,Waiblingen,71334,Germany,07151 3038085; 07151 3038019,info@ovr-bus.de,https://www.ovr-bus.de,HRB 261866,DE 811939744
20250722_101736,https://osi4.de,https://osi4.de/impressum/,2025-07-22,10:17:43,OSI4 UG (haftungsbeschrÃ¤nkt),Mathias Baumann,LÃ¶wenstr. 27a,Stutensee,76297,Germany,+49 (0) 7249 387 34 36,kontakt@osi4.de,,HRB 737159,DE 332160102
20250722_101735,http://www.vgmt.de,https://www.vgmt.de/impressum/,2025-07-22,10:17:45,Verkehrsgesellschaft Main-Tauber mbH (VGMT),Thorsten Haas; Ursula Mühleck,i_Park Tauberfranken 8,Lauda-Königshofen,97922,Germany,+ 49 9343 6214 - 0,abo@vgmt.de; fahrplanung@vgmt.de; info@vgmt.de,https://www.vgmt.de/,HRB 560453,DE188967808
20250722_101737,http://wilk-reisen.de,http://wilk-reisen.de/impressum,2025-07-22,10:17:48,,,,,,,,,,,
20250722_101727,http://www.taxiloerrach.de,http://www.taxiloerrach.de/impressum,2025-07-22,10:17:49,Regio Taxi & Mietwagen,Koray Gülen,Basler Straße 66,Lörrach,79540,Germany,+49 (0) 7621 – 18888; +48 (0) 157 – 302 44 372,info@taxiloerrach.de; info@taxiregio.com,https://www.taxiloerrach.de/,,11391/03104
20250722_101732,http://rvl-online.de,https://rvl-online.de/impressum/,2025-07-22,10:17:50,Regio Verkehrsverbund Lörrach GmbH,Dipl.-Ing. Frank Bärnighausen; Dipl.-Volkswirt Peter Oppe,Turmstr. 20,Lörrach,79539,Germany,07621 / 588 052 0,auskunft@rvl-online.de,https://rvl-online.de,412491,DE 174966492
20250722_101738,http://www.stadtbus-rottweil.de,http://www.stadtbus-rottweil.de/impressum,2025-07-22,10:17:51,StadtBus Rottweil GmbH,,Berner Feld 6,Rottweil,78628,Germany,0741 9429 883 0; 0741 9429 883 9,info@stadtbus-rottweil.de,https://www.stadtbus-rottweil.de,,
20250722_101734,https://www.lillig-touristik.de,https://www.lillig-touristik.de/impressum/,2025-07-22,10:17:58,Lillig Touristik GmbH & Co. KG,Horst Lillig,Beim Braunstall 5,Bad Mergentheim,97980,Germany,+49 7931 99160; +49 7931 3687 (Fax),info@lillig-touristik.de,https://www.lillig-touristik.de,HRA 680 635,DE185246508
20250722_101750,http://www.tui-reisecenter.de,https://www.tui-reisecenter.de/impressum,2025-07-22,10:17:59,TUI Deutschland GmbH,Benjamin Jacobi; Dr. Susanne Gauglitz,Karl-Wiechert-Allee 23,Hannover,30625,Germany,0511-567-0,info@tui.info,https://www.tui-reisecenter.de,HRB 62522,
20250722_101734,http://swe-emmendingen.de,http://swe-emmendingen.de/impressum,2025-07-22,10:18:00,Stadtwerke Emmendingen GmbH,Björn Michel,Am Gaswerk 1,Emmendingen,79312,Germany,+49 (0) 7641 468 99-0; 0160 / 948 764 77; 0800 / 3 62 94 77,info@swe-emmendingen.de,https://www.swe-emmendingen.de,HRB 261425,DE240857187
20250722_101751,http://www.ov-sihler.de,https://www.ov-sihler.de/kontakt/impressum,2025-07-22,10:18:01,Hildenbrand GmbH Omnibusverkehr,Isolde Hildenbrand; Tobias Maier,,,,,+49 7335 9627-0,info@ov-hildenbrand.de,https://www.ov-sihler.de,HRB 540 434,DE 274 678 464
20250722_101745,https://www.rufbus-zollernalb.de,https://www.rufbus-zollernalb.de/impressum.html,2025-07-22,10:18:02,Landratsamt Zollernalbkreis,Günther-Martin Pauli MdL,Hirschbergstr. 29,Balingen,72336,Germany,+49 74 33 / 92 - 01; +49 7471 935050,post@zollernalbkreis.de,http://www.zollernalbkreis.de/,,DE144851104
20250722_101759,https://www.donaubus.de,,2025-07-22,10:18:02,No imprint data found,,,,,,,,,,
20250722_101803,http://www.zugbus-rab.de,,2025-07-22,10:18:07,No imprint data found,,,,,,,,,,
20250722_101743,http://www.maas-reisen.de,http://www.maas-reisen.de/kontakt/kontakt-standort/,2025-07-22,10:18:08,Gebr. Maas GmbH + Co. KG,Thomas Maas,Rosenfelder Straße 77,Balingen,72336,Germany,+49 7433 99720,info@maas-reisen.de,https://www.maas-reisen.de,HRA 410215,DE 144 841 939
20250722_101749,http://www.kraft-bus.de,http://www.kraft-bus.de/impressum-929.html,2025-07-22,10:18:08,Schülerverkehr Kraft GmbH,Frank Kraft; Thilo Kraft,Robert-Bosch-Strasse 5-7,Frickenhausen,72636,Germany,+49 (0) 70 22 • 2 16 42 - 0; +49 (0) 70 22 • 2 16 42 - 18,info@schuelerverkehr-kraft.de,http://www.kraft-bus.de,HRB 762330,DE313902089
20250722_101748,http://www.kopp-reisen.de,http://www.kopp-reisen.de/kontakt/kontakt-standort,2025-07-22,10:18:08,Willy Kopp GmbH & Co. KG,Thomas Maas,Berliner Str. 77,Albstadt,72458,Germany,0 74 31 / 2316; 0 74 31 / 3927,info@kopp-reisen.de,https://www.kopp-reisen.de,HRA 726321,DE276878420
20250722_101807,http://www.erlebnisbus.de,,2025-07-22,10:18:09,No imprint data found,,,,,,,,,,
20250722_101802,https://www.marquardt-reisen.de,https://www.marquardt-reisen.de/ueber-uns/impressum/,2025-07-22,10:18:10,Reisedienst Marquardt GmbH,Gerlinde Schmidt; Ralf Marquardt,Hofäckerstraße 16,Crailsheim,74564,Germany,07951 7539; 07951 42483 (Fax),info@marquardt-reisen.de,https://www.marquardt-reisen.de,671186,DE 190977041
20250722_101758,http://www.merkle-reisen.de,http://www.merkle-reisen.de/Impressum.aspx,2025-07-22,10:18:12,Merkle GmbH Omnibusverkehr,Thomas Merkle,Ulmer Weg 28,Böhmenkirch,89558,Germany,07332 / 922133; 07332 / 922134,info@merkle-reisen.de,https://www.merkle-reisen.de,HRB 540 399GEI,DE811508597
20250722_101802,http://www.froehlich-reisebuero.de,https://www.froehlich-reisebuero.de/impressum,2025-07-22,10:18:13,"Fröhlich Reisen, Reisebüro Arthur Merl",,Mannheimer Str. 43 - 45,Schwetzingen,68723,Germany,06202 10588; 06202 23223,info@froehlich-reisebuero.de,https://www.froehlich-reisebuero.de,,DE167595945
20250722_101800,http://www.stadtbus-crailsheim.de,http://www.stadtbus-crailsheim.de/impressum.php,2025-07-22,10:18:14,StadtBus Crailsheim GbR SBC,Dipl.-Ing. Peter Röhler,Karlstrasse 15,Crailsheim,74564,Germany,07951 / 9794-0,info@stadtbus-crailsheim.de,https://stadtbus-crailsheim.de,,
20250722_101810,https://www.leva-reisen.de,https://www.leva-reisen.de/impressum.php?bez=8,2025-07-22,10:18:18,Leva Reisen,Wolfgang Leva,Römerstraße 48,Winnenden-Hertmannsweiler,71364,,07195- 174196; 07195- 62079,info@leva-reisen.de,https://www.leva-reisen.de,,
20250722_101808,http://www.sohler-reisen.de,http://www.sohler-reisen.de/impressum/,2025-07-22,10:18:20,Omnibusverkehr Werner Sohler GmbH,Mario Sohler,Hiltensweiler 15,Wangen,88239,Germany,07528975350,buero@sohler-reisen.de,,HRB 620 369,DE 183833371
20250722_101808,http://www.omnibus-mueller.de,http://www.omnibus-mueller.de/impressum,2025-07-22,10:18:20,Omnibus Müller GmbH & Co. KG,Elke Müller,Industriestr. 1,Bad Waldsee / Gaisbeuren,88339,Germany,07524 - 9738-0,info@omnibus-mueller.de,https://www.omnibus-mueller.de,HRA 600153,DE 146392214
20250722_101808,http://www.hutter-reisen.de,http://www.hutter-reisen.de/impressum.php,2025-07-22,10:18:21,Hutter Reisen GmbH,Thomas Hutter,Im Herrach 7,Leutkirch,88299,Germany,+49 7561 98000,info@hutter-reisen.de,http://www.hutter-reisen.de/,HRB 144-L,DE812038120
20250722_101814,https://www.findorama.de,https://www.findorama.de/imprint.html,2025-07-22,10:18:21,,,,,,,,,,,
20250722_101821,https://www.heagmobibus.de,,2025-07-22,10:18:26,No imprint data found,,,,,,,,,,
20250722_101812,https://www.stadtwerke-muehlacker.de,https://www.stadtwerke-muehlacker.de/sw/impressum/,2025-07-22,10:18:28,Stadtwerke Mühlacker GmbH,Roland Jans,Danziger Straße 17,Mühlacker,75417,Germany,07041 8765-0; 07041 8765-43,swm@stadtwerke-muehlacker.de,https://www.stadtwerke-muehlacker.de,HRB 510151,DE 144523632
20250722_101821,https://www.heagmobilo.de,https://www.heagmobilo.de/impressum/,2025-07-22,10:18:32,HEAG mobilo GmbH,Johannes Gregor; Arne Rath,Klappacher Straße 172,Darmstadt,64285,Germany,06151 709-4000; 06151 709-4146,info@heagmobilo.de,https://www.heagmobilo.de/,HRB 4441,DE 811 215 056
