timestamp,original_url,imprint_url,processing_date,processing_time,company_name,managing_directors,street,city,postal_code,country,phone,email,website,registration_number,vat_id
20250722_103736,https://www.bodo-ecard.de,https://www.bodo-ecard.de/impressum.html,2025-07-22,10:37:44,Bodensee-Oberschwaben Verkehrsverbund GmbH,Bernd Hasenfratz,Bahnhofplatz 5,Ravensburg,88214,Germany,0751/3614141; 0751/3614151,info@bodo.de,https://www.bodo.de/,HRB 552545,DE 231028054
20250722_103721,https://www.schlienz.info,https://www.schlienz.info/privatkunden/kontakt/,2025-07-22,10:37:44,Schlienz-Tours GmbH & Co.KG,Erhard Kiesel,Willy-Rüsch-Straße 11,Kernen,71394,Germany,+49 (0)7151 94931 0; +49 711/396380,info@s.tours,https://www.schlienz-tours.de,HRA 728224,DE 294775170
20250722_103741,https://www.pflieger.net,https://www.pflieger.net/impressum.html,2025-07-22,10:37:54,Pflieger Reise- und Verkehrs- GmbH + Co. KG,Hermann Pflieger,Wolf-Hirth-Str. 40,Böblingen-Hulb,71034,Germany,+49 (7031) 6660 - 0,info@pflieger.net,https://www.pflieger.net,241952,DE 145 142 501
20250722_103733,https://www.stadtbus-rv-wgt.de,https://www.stadtbus-rv-wgt.de#impressum,2025-07-22,10:37:54,stadtbus Ravensburg Weingarten GmbH,Dr. Andreas Thiel-Böhm; Jenny Jungnitz,Schussenstraße 22,Ravensburg,88212,,0751 804-0,info@stadtbus-rv-wgt.de,https://www.stadtbus-rv-wgt.de,HRB 2542,
20250722_103744,http://www.lagobus.de,http://www.lagobus.de/impressum.html,2025-07-22,10:37:56,Lagobus GmbH,Bernd Kruel; Ulf Zimmermann,Byk-Gulden-Str. 12,Konstanz,78467,Germany,+49 (0) 7531-58 490 50,info@lagobus.de,https://www.lagobus.de,HRB 550789,DE814733116
20250722_103720,http://www.sve-es.de,http://www.sve-es.de/site/Esslingen-SVE-2019/node/15813000/index.html,2025-07-22,10:37:56,Stadt Esslingen am Neckar,Matthias Klopfer; Jonathan Makurath,Rathausplatz 2,Esslingen am Neckar,73728,Germany,0711 3512 - 0; 0711 3512 - 3120,stadt@esslingen.de; jonathan.makurath@esslingen.de; info@sve-es.de,https://www.sve-es.de,,DE 14 53 40 17 3
20250722_103744,https://www.stadtwerke-konstanz.de,https://www.stadtwerke-konstanz.de/legal/impressum/,2025-07-22,10:37:57,Stadtwerke Konstanz GmbH,Dr. Norbert Reuter; Gordon Appel,Max-Stromeyer-Straße 21-29,Konstanz,D-78467,GERMANY,+49 7531 803-0,info@stadtwerke-konstanz.de,https://www.stadtwerke-konstanz.de/,HRB 381756,DE 212 144 696
20250722_103743,http://www.hassler-reisen.de,http://www.hassler-reisen.de/impressum/,2025-07-22,10:37:58,Hassler-Reisen GmbH & Co. KG,Karoline Hassler,Am Buchental 20,Sindelfingen,71069,Germany,(07031) 9399-44; (07031) 9399-55,info@hassler-reisen.de,https://www.hassler-reisen.de/,HRA 240 814,
20250722_103744,http://www.domhan-reisen.de,https://www.domhan-reisen.de/impressum/,2025-07-22,10:38:00,Domhan GmbH,,Gmünder Straße 37,,,Germany,+49 (0) 7171 82372; +49 (0) 7171 88190,info@domhan-reisen.de,https://www.domhan-reisen.de/,HRB 701931,
20250722_103754,http://www.ovgp.de,http://www.ovgp.de/impressum/index.php,2025-07-22,10:38:05,Omnibusverkehr Göppingen OVG Bliederhäuser GmbH & Co. KG,Isidor A. Frey,Autenbachstraße 1,Göppingen,73035,Germany,(07161) 4037-0,zentrale@ovgp.de,https://www.ovgp.de,HRA 530294 Ulm,DE 145557795
20250722_103744,http://www.stadtbus-gmuend.de,http://www.stadtbus-gmuend.de/impressum.html,2025-07-22,10:38:06,Severin Abt GmbH & Co. KG,,Lorcher Straße 64,Schwäbisch Gmünd,73525,Germany,07171/92 55 0-0; 07171/92 55 0-50,info@stadtbus-gmuend.de,https://www.stadtbus-gmuend.de,HRA 700463,DE 146747638
20250722_103806,http://www.m-ullrich.de,,2025-07-22,10:38:10,No imprint data found,,,,,,,,,,
20250722_103756,http://www.ovr-bus.de,http://www.ovr-bus.de/de/impressum,2025-07-22,10:38:12,Omnibus-Verkehr Ruoff GmbH,Mark Hogenmüller,Seewiesenstraße 19-23,Waiblingen,71334,Germany,07151 3038085,info@ovr-bus.de,https://www.ovr-bus.de,HRB 261866,DE 811939744
20250722_103756,https://www.swbc.de,https://www.swbc.de/rechtliches/impressum.php,2025-07-22,10:38:13,Stadtwerke Biberach GmbH,Thorsten Wölfle,Freiburger Straße 6,Biberach,88400,Germany,07351 30250-0,info@swbc.de,http://www.swbc.de,HRB Nr. 641594,DE 219564285
20250722_103757,http://www.stadtbus-sha.de,http://www.stadtbus-sha.de/de/impressum,2025-07-22,10:38:14,Stadtbus Schwäbisch Hall GmbH,Michael Dalhof,Daimlerstr. 5,Schwäbisch Hall,74523,Germany,+49-791-950100,post@stadtbus-sha.de,https://www.stadtbus-sha.de,570184,DE 146789452
20250722_103800,http://www.roehler.eu,https://www.roehler.eu/impressum,2025-07-22,10:38:16,RÖHLER TOURISTIK GmbH,Peter Röhler; Jochen Röhler; Frank Röhler,Daimlerstraße 49 – 53,Schwäbisch Hall,74523,Germany,0791 / 95008 – 0; 0791 / 95008 – 69,info@roehler.eu; info@roehler-reisen.de,https://www.roehler.eu/,570 320,DE146783058
20250722_103758,http://www.kreisverkehr-sha.de,http://www.kreisverkehr-sha.de/impressum/,2025-07-22,10:38:16,KreisVerkehr Schwäbisch Hall GmbH,Ingrid Kühnel,Am Spitalbach 20,Schwäbisch Hall,74523,Germany,07 91 / 970 10-0,info@kreisverkehr-sha.de,https://kreisverkehr-sha.de,HRB 570888,DE 146 786 458
20250722_103810,https://www.stadtwerke-baden-baden.de,https://www.stadtwerke-baden-baden.de/de/impressum/,2025-07-22,10:38:17,Stadtwerke Baden-Baden,Dipl.-Ing. Helmut Oehler,Waldseestraße 24,Baden-Baden,76530,Germany,+49(0)7221 / 277-0; 07221 277-700; 07221 277-0,info@bnetza.de; poststelle@um.bwl.de; info@schlichtungsstelle-energie.de,https://www.stadtwerke-baden-baden.de,HRA 201400,DE 143 465 245
20250722_103812,http://www.bahn.de,https://www.bahn.de/impressum?dbkanal_007=footerlinks-impressum,2025-07-22,10:38:23,DB Fernverkehr AG,Dr. Michael Peterson; Stefanie Berk; Wilken Bormann,Europa-Allee 78 - 84,Frankfurt,60486,,+49 30 2970,reiseportal@bahn.de,https://www.bahn.de,HRB 83 173,DE 260656754
20250722_103813,https://www.ovk-kirchheim.de,https://www.ovk-kirchheim.de/impressum/,2025-07-22,10:38:25,OVK Omnibusverkehr Kirchheim GmbH,Markus Dannenmann; Eberhard Dannenmann,Henriettenstraße 87,Kirchheim unter Teck,73230,Germany,07021 / 9222 -0,info@ovk-kirchheim.de,https://www.ovk-kirchheim.de,HRB 231 809,DE215095928
20250722_103754,http://www.fahrbusgmuend.de,http://www.fahrbusgmuend.de/impressum,2025-07-22,10:38:25,Plesk,,,,,,,,https://www.plesk.com,,
20250722_103805,https://www.stadtwerke-bruchsal.de,https://www.stadtwerke-bruchsal.de/impressum/,2025-07-22,10:38:25,Stadtwerke Bruchsal GmbH,Sebastian Haag,Schnabel-Henning-Str. 1a,Bruchsal,76646,Germany,07251 706-0,info@stadtwerke-bruchsal.de,https://www.stadtwerke-bruchsal.de,HRB 230357,DE 143082826
20250722_103816,http://www.morath.com,https://www.morath.com/impressum/,2025-07-22,10:38:29,Omnibus Morath GmbH & Co. KG,Marc Morath,Heiligenbreite 29,Überlingen,88662,Germany,+49 7551 83480-0,,https://www.morath.com,HRA 702310,
20250722_103814,https://www.ovr-bus.de,https://www.ovr-bus.de/de/impressum,2025-07-22,10:38:31,Omnibus-Verkehr Ruoff GmbH,Mark Hogenmüller,Seewiesenstraße 19-23,Waiblingen,71334,Germany,07151 3038085; 07151 3038019,info@ovr-bus.de,https://www.ovr-bus.de,HRB 261866,DE 811939744
20250722_103817,http://www.taxiloerrach.de,http://www.taxiloerrach.de/impressum,2025-07-22,10:38:32,Regio Taxi & Mietwagen,Koray Gülen,Basler Straße 66,Lörrach,79540,Germany,+49 (0) 7621 – 18888; +48 (0) 157 – 302 44 372,info@taxiloerrach.de,https://www.taxiloerrach.de/,,11391/03104
20250722_103816,https://www.sweg.de,https://www.sweg.de/de/impressum/,2025-07-22,10:38:33,SWEG Südwestdeutsche Landesverkehrs-GmbH,Tobias Harms; Dr. Thilo Grabo,Rheinstraße 8,Lahr,77933,Germany,07821 2702-0; 07821 9960770,info@sweg.de; datenschutz@sweg.de,https://www.sweg.de/,725126,DE 142 356 362
20250722_103825,http://www.vgmt.de,https://www.vgmt.de/impressum/,2025-07-22,10:38:33,Verkehrsgesellschaft Main-Tauber mbH (VGMT),Thorsten Haas; Ursula Mühleck,i_Park Tauberfranken 8,Lauda-Königshofen,97922,Germany,+49 9343 6214 - 0,abo@vgmt.de; fahrplanung@vgmt.de; info@vgmt.de,https://www.vgmt.de/,HRB 560453,DE188967808
20250722_103823,http://rvl-online.de,https://rvl-online.de/impressum/,2025-07-22,10:38:38,Regio Verkehrsverbund Lörrach GmbH,Dipl.-Ing. Frank Bärnighausen; Dipl.-Volkswirt Peter Oppe,Turmstr. 20,Lörrach,79539,Germany,07621 / 588 052 0,auskunft@rvl-online.de,https://rvl-online.de,HRB 412491,DE 174966492
20250722_103831,http://wilk-reisen.de,http://wilk-reisen.de/impressum,2025-07-22,10:38:41,,,,,,,,,,,
20250722_103829,https://osi4.de,https://osi4.de/impressum/,2025-07-22,10:38:41,OSI4 UG (haftungsbeschränkt),Mathias Baumann,Löwenstr. 27a,Stutensee,76297,Germany,+49 (0) 7249 387 34 36,kontakt@osi4.de,,HRB 737159,DE 332160102
20250722_103825,http://swe-emmendingen.de,http://swe-emmendingen.de/impressum,2025-07-22,10:38:42,Stadtwerke Emmendingen GmbH,Björn Michel,Am Gaswerk 1,Emmendingen,79312,Germany,+49 (0) 7641 468 99-0; +49 (0) 7641 468 99-10; 0160 / 948 764 77,info@swe-emmendingen.de,https://swe-emmendingen.de,HRB 261425,DE240857187
20250722_103832,http://www.stadtbus-rottweil.de,http://www.stadtbus-rottweil.de/impressum,2025-07-22,10:38:44,StadtBus Rottweil GmbH,,Berner Feld 6,Rottweil,78628,Germany,0741 9429 883 0; 0741 9429 883 9,info@stadtbus-rottweil.de,https://www.stadtbus-rottweil.de,,
20250722_103825,https://www.lillig-touristik.de,https://www.lillig-touristik.de/impressum/,2025-07-22,10:38:46,Lillig Touristik GmbH & Co. KG,Horst Lillig,Beim Braunstall 5,Bad Mergentheim,97980,,+49 7931 99160; +49 7931 3687,info@lillig-touristik.de,www.lillig-touristik.de,HRA 680 635,DE185246508
20250722_103833,https://www.rufbus-zollernalb.de,https://www.rufbus-zollernalb.de/impressum.html,2025-07-22,10:38:47,Landratsamt Zollernalbkreis,Günther-Martin Pauli MdL,Hirschbergstr. 29,Balingen,72336,Germany,+49 7433 9201; +49 7433 921666; +49 7471 935050,post@zollernalbkreis.de,http://www.zollernalbkreis.de/,,DE144851104
20250722_103846,https://www.donaubus.de,,2025-07-22,10:38:50,No imprint data found,,,,,,,,,,
20250722_103842,http://www.tui-reisecenter.de,https://www.tui-reisecenter.de/impressum,2025-07-22,10:38:51,TUI Deutschland GmbH,Benjamin Jacobi; Dr. Susanne Gauglitz,Karl-Wiechert-Allee 23,Hannover,30625,Germany,0511-567-0,info@tui.info,https://www.tui-reisecenter.de,HRB 62522,
20250722_103838,http://www.kopp-reisen.de,http://www.kopp-reisen.de/kontakt/kontakt-standort,2025-07-22,10:38:56,Willy Kopp GmbH & Co. KG,Thomas Maas,Berliner Str. 77,Albstadt,72458,Germany,0 74 31 / 2316,info@kopp-reisen.de,https://www.kopp-reisen.de,726321,DE276878420
20250722_103833,http://www.maas-reisen.de,http://www.maas-reisen.de/kontakt/kontakt-standort/,2025-07-22,10:38:57,Gebr. Maas GmbH + Co. KG,Thomas Maas,Rosenfelder Straße 77,Balingen,72336,Germany,+49 74 33 / 99 72 - 0,info@maas-reisen.de,https://www.maas-reisen.de,HRA 410215,DE 144 841 939
20250722_103844,http://www.merkle-reisen.de,http://www.merkle-reisen.de/Impressum.aspx,2025-07-22,10:38:58,Merkle GmbH Omnibusverkehr,Thomas Merkle,Ulmer Weg 28,Böhmenkirch,89558,,07332 / 922133; 07332 / 922134,info@merkle-reisen.de,https://www.merkle-reisen.de,HRB 540 399GEI,DE811508597
20250722_103848,http://www.stadtbus-crailsheim.de,http://www.stadtbus-crailsheim.de/impressum.php,2025-07-22,10:38:58,StadtBus Crailsheim GbR SBC,Dipl.-Ing. Peter Röhler,Karlstrasse 15,Crailsheim,74564,Germany,07951 / 9794-0,info@stadtbus-crailsheim.de,https://stadtbus-crailsheim.de,,
20250722_103857,http://www.erlebnisbus.de,,2025-07-22,10:38:58,No imprint data found,,,,,,,,,,
20250722_103850,https://www.marquardt-reisen.de,https://www.marquardt-reisen.de/ueber-uns/impressum/,2025-07-22,10:38:59,Reisedienst Marquardt GmbH,Gerlinde Schmidt; Ralf Marquardt,Hofäckerstraße 16,Crailsheim,74564,Germany,(07951) 7539; (07951) 42483,info@marquardt-reisen.de,https://marquardt-reisen.de,HRB 671186,DE 190977041
20250722_103851,http://www.froehlich-reisebuero.de,https://www.froehlich-reisebuero.de/impressum,2025-07-22,10:38:59,"Fröhlich Reisen, Reisebüro Arthur Merl",,Mannheimer Str. 43 - 45,Schwetzingen,68723,Germany,06202 10588; 06202 23223 (Fax),info@froehlich-reisebuero.de,https://www.froehlich-reisebuero.de,,DE167595945
20250722_103842,http://www.ov-sihler.de,https://www.ov-sihler.de/kontakt/impressum,2025-07-22,10:38:59,Hildenbrand GmbH Omnibusverkehr,Isolde Hildenbrand; Tobias Maier,,,,,+49 7335 9627-0; +49 7335 9627-20,info@ov-hildenbrand.de,https://www.ov-sihler.de,HRB 540 434,DE 274 678 464
20250722_103856,http://www.zugbus-rab.de,,2025-07-22,10:39:00,No imprint data found,,,,,,,,,,
20250722_103841,http://www.kraft-bus.de,http://www.kraft-bus.de/impressum-929.html,2025-07-22,10:39:01,Schülerverkehr Kraft GmbH,Frank Kraft; Thilo Kraft,Robert-Bosch-Strasse 5-7,Frickenhausen,72636,Germany,+49 (0) 70 22 • 2 16 42 - 0; +49 (0) 70 22 • 2 16 42 - 18,info@schuelerverkehr-kraft.de,http://www.kraft-bus.de,762330,DE313902089
20250722_103859,https://www.leva-reisen.de,https://www.leva-reisen.de/impressum.php?bez=8,2025-07-22,10:39:04,Leva-Reisen,Wolfgang Leva,Römerstraße 48,Winnenden-Hertmannsweiler,71364,Germany,07195- 174196; 07195- 62079,info@leva-reisen.de,https://www.leva-reisen.de,,
20250722_103901,https://www.findorama.de,https://www.findorama.de/imprint.html,2025-07-22,10:39:09,,,,,,,,,,,
20250722_103859,https://www.stadtwerke-muehlacker.de,https://www.stadtwerke-muehlacker.de/sw/impressum/,2025-07-22,10:39:10,Stadtwerke Mühlacker GmbH,Roland Jans,Danziger Straße 17,Mühlacker,75417,Germany,07041 8765-0; 07041 8765-43,swm@stadtwerke-muehlacker.de,https://www.stadtwerke-muehlacker.de,HRB 510151,DE 144523632
20250722_103858,http://www.omnibus-mueller.de,http://www.omnibus-mueller.de/impressum,2025-07-22,10:39:13,Omnibus Müller GmbH & Co. KG,Elke Müller,Industriestr. 1,Bad Waldsee,88339,Germany,07524 - 9738-0,info@omnibus-mueller.de,https://www.omnibus-mueller.de,HRA 600153,DE 146392214
20250722_103858,http://www.sohler-reisen.de,http://www.sohler-reisen.de/impressum/,2025-07-22,10:39:13,Omnibusverkehr Werner Sohler GmbH,Mario Sohler,Hiltensweiler 15,Wangen,88239,Germany,07528/975350,buero@sohler-reisen.de,https://www.sohler-reisen.de,HRB 620 369,DE 18 38 333 71
20250722_103858,http://www.hutter-reisen.de,http://www.hutter-reisen.de/impressum.php,2025-07-22,10:39:17,Hutter Reisen GmbH,Thomas Hutter,Im Herrach 7,Leutkirch,88299,Germany,+49 (0) 7561/ 98 000,info@hutter-reisen.de,http://www.hutter-reisen.de,HRB 144-L,DE812038120
20250722_103913,https://www.heagmobibus.de,,2025-07-22,10:39:18,No imprint data found,,,,,,,,,,
20250722_103901,http://www.studentagency.cz,http://www.studentagency.cz/o-nas/zakladni-udaje,2025-07-22,10:39:20,STUDENT AGENCY TRAVEL k.s.,Radim Jančura; Petr Kohoutek,"Náměstí Svobody 86/17, Dům pánů z Lipé",Brno,602 00,Czech Republic,+420 542 424 242,info@studentagency.cz,https://www.studentagency.cz,A 26679,
20250722_103859,https://www.roemer-reisen.de,https://www.roemer-reisen.de/impressum/,2025-07-22,10:39:23,Otto Römer Omnibusverkehr GmbH & Co. KG,Harald Römer,Wagnerstraße 4,Winnenden,71364,Germany,+49 (0) 71 95 / 94 01 37; +49 (0) 71 95 / 27 43 (Telefax),anfrage@roemer-reisen.de,https://www.roemer-reisen.de,"HRA 260970, HRB 262549",
20250722_103904,http://www.bottenschein.de,http://www.bottenschein.de/impressum/,2025-07-22,10:39:25,Bottenschein Reisen GmbH & Co. KG,Horst Bottenschein,Ulmer Straße 34,Ehingen,89584,Germany,+49 7391 70000; +49 7391 700019 (Fax),info@bottenschein.de,https://www.bottenschein.de,545-E,DE 201788 894
20250722_103920,http://www.berberich.reisen,,2025-07-22,10:39:25,No imprint data found,,,,,,,,,,
20250722_103910,http://www.hlb-online.de,http://www.hlb-online.de/kontakt,2025-07-22,10:39:29,Hessische Landesbahn GmbH,,Erlenstraße 2,Frankfurt am Main,60325,Germany,0800 44 33 700; 069 242524-0; 069 242524-60,kundencallcenter@hlb-online.de; recruiting@hlb-online.de; mail@hlb-online.de,https://hlb-online.de/,,
20250722_103909,http://www.bott-touristik.de,http://www.bott-touristik.de/wichtiges/Impressum/,2025-07-22,10:39:29,Bott Touristik,Hagen Bott,Adolfstraße 45,Frankfurt/Main,60528,Germany,+49 69 67 67 51; +49 69 670 17 46,info@bott-touristik.de,https://www.bott-touristik.de,,DE 111 869 655
20250722_103913,https://www.heagmobilo.de,https://www.heagmobilo.de/impressum/,2025-07-22,10:39:33,HEAG mobilo GmbH,Dipl.-Ing. Johannes Gregor; Dipl.-Kfm. Arne Rath,Klappacher Straße 172,Darmstadt,64285,Germany,06151 709-4000; 06151 709-4146,info@heagmobilo.de,https://www.heagmobilo.de/,HRB 4441,DE 811 215 056
20250722_103917,https://www.deinbus.de,https://www.deinbus.de/p/impressum,2025-07-22,10:39:34,DeinBus.de,Tom Schäfer; Mark Schatz,Endersstr. 61a,Leipzig,04177,Germany,0176 444 358 54,info@DeinBus.de.de,https://www.deinbus.de,,DE291997822
20250722_103925,https://www.hsb.de,https://www.hsb.de/hsb.de/sonstiges/09378/index.html,2025-07-22,10:39:35,Hanauer Straßenbahn GmbH,Dipl.-Ing.Corinna-Maria Schulte,Daimlerstr. 5,Hanau,63450,Germany,06181/300880; 06181/3008819,info@hsb.de,https://hsb.de,91959,DE205739120
20250722_103918,http://www.mobilitaet.stadtwerke-offenbach.de,http://www.mobilitaet.stadtwerke-offenbach.de/stadtwerke/stadtwerke/daten_fakten_Holding/datenschutz-und-impressum/Impressum-Stadt-und-soh-allgemein.php,2025-07-22,10:39:38,NiO - Nahverkehr in Offenbach,,Hebestraße 14,Offenbach am Main,63065,Germany,069 / 840004 - 818,info.nio@stadtwerke-of.de,https://www.offenbach.de,,
20250722_103929,https://kleinbus-reich.de,https://kleinbus-reich.de/impressum/,2025-07-22,10:39:44,Kleinbus Reich,Ulla Reich-Hamburger; Dennis Hamburger,Steinbacherstr. 21,Eschborn,65760,Germany,061718943747; 061718943745,info@kleinbus-reich.de,http://www.kleinbus-reich.de,,DE 247 928 960 Hofheim
